gpa,performance,_id,factor1,factor2,factor3,factor4,factor5
14.3,14.3,370821,0.23,0.39,0.95,0.03,0.15
8.76,6.62,375097,0.19,0.09,0.05,0.48,0.14
15.33,15.33,376573,0.17,0.46,0.92,0.83,0.88
2.92,1.54,385535,0.34,0.48,0.59,0.89,0.19
11.55,10.3,369621,0.66,0.85,0.26,0.32,0.59
15.19,15.19,385290,0.26,0.28,0.29,0.47,0.74
10.84,8.49,298904,0.78,0.22,0.75,0.82,0.95
5.23,2.54,375881,0.69,0.67,0.63,0.91,0.86
0,0,383384,0.09,0.77,0.96,0.96,0.54
9.29,6.73,364627,0.62,0.9,0.46,0.75,0.96
9.25,6.83,373553,0.04,0.5,0.6,0.4,0.14
13.13,13.13,380881,0.49,1,0.39,0.63,0.26
13.49,13.22,375038,0.17,0.48,0.4,0.7,0.82
14.6,14.6,367314,0.91,0.52,0.01,0.41,0.73
13.46,13.35,367524,0.83,0.62,0.31,0.18,0.29
4.69,1.77,375150,0.61,0.87,0.77,0.03,0.84
13.55,13.3,293094,0.52,0.58,0.05,0.46,0.25
7.62,4.31,364689,0.85,0.07,0.42,0.55,0.55
15.06,15.06,378009,0.08,0.8,0.07,0.77,0.66
12.08,12.08,380444,0.35,0.18,0.96,0.38,0.25
12.95,12.67,370687,0.8,0.96,0.92,0.85,0.95
9.85,6.92,380213,0.59,0.62,0.98,0.44,0.14
13.67,13.41,380020,0.01,0.61,0.81,0.97,0.96
15.24,14.97,370671,0.78,0.67,0.92,0.52,1
12.54,11.8,373914,0.77,0.95,0.41,0.95,0.06
10.49,8.52,387455,0.95,0.59,0.4,0.89,0.99
6.17,2.17,387987,0.98,0.4,0.15,0.2,0.97
14.72,14.72,368529,0.94,0.79,0.37,0.64,0.59
3.46,1.62,386056,0.26,0.7,0.45,0.1,0.58
14.88,14.88,369638,0.33,0.11,0.29,0.77,0.97
13.63,12.59,386336,0.78,0.52,0.27,0.94,0.99
14.63,14.63,381904,0.53,0.08,0.32,0.47,0.42
10.99,9.46,369990,0.79,0.21,0.7,0.95,0.05
4.77,2.46,372747,0.73,0.32,0.84,0.17,0.12
8.86,7.78,383873,0.35,0.82,0.13,0.25,0.59
5,3.38,385727,0.26,0.32,0.41,0.7,0.13
5.99,3.26,375989,0.7,0.2,0.16,0.46,0.28
9.33,6.08,372397,0.48,0.81,0.07,0.61,0.02
7.92,3.38,378298,0.13,0.52,0.02,0.39,0.56
3.69,1.08,383878,0.04,0.69,0.8,0.94,0.91
11.33,9.13,254494,0.29,0.59,0.9,0.76,0.05
10.06,8.39,376333,0.73,0.54,0.94,0.15,0.4
14.98,14.98,379399,0.32,0.61,0.15,0.29,0.77
17.72,17.72,372707,0.36,0.35,0.82,0.8,0.61
14.25,14,369632,0.09,0.42,0.41,0.79,0.98
11.74,10.64,388261,0.54,0.53,0.97,0.16,0.23
11.18,9.35,385392,0.01,0.23,0.55,0.3,0.36
8.08,4.85,386478,0.96,0.32,0.28,0.27,0.86
13.19,13.19,378521,0.63,0.76,0.77,0.8,0.76
14.18,13.91,378216,0.6,0.43,0.97,0.87,0.21
12.62,12.22,386102,0.18,0.2,0.76,0.4,0.58
12.96,12.58,370897,0.17,0.26,0.55,0.06,0.12
8.08,3.08,377162,0.16,0.29,0.45,0.52,0.67
10.77,6.85,370127,0.45,0.98,0.1,0.6,0.15
16.69,16.69,367513,0.2,0.11,0.33,0.44,0.49
12.42,11.72,379294,0.51,0.78,0.82,0.36,0.84
17.31,17.31,363903,0.95,0.21,0.32,0.35,0.04
11.42,9.88,373930,0.77,0.82,0.94,0.04,0.77
9.49,6.33,386305,0.36,0.46,0.46,0.84,0.1
5.56,1.78,384814,0.07,0.12,0.02,0.65,0.66
13.7,13.7,367340,0.49,0.46,0.97,0.74,0.19
9.46,7.31,381939,0.29,0.09,0.36,0.97,0.77
12.5,11.83,263225,0.63,0.9,0.31,0.09,0.27
10.05,8.6,256372,0.61,0.88,0.71,0.79,0.22
9.96,8.33,366761,0.71,0.49,0.49,0.27,0.38
9.94,8.2,378617,0.6,0.53,0.77,0.84,0.94
15.04,15.04,372528,0.09,0.36,0.57,0.89,0.79
13.87,13.87,368868,0.61,0.99,0.46,0.47,0.36
13.89,13.6,371282,0.51,0.96,0.76,0.56,0.08
12.99,12.48,385601,0.36,0.52,1,0.9,0.09
9.54,7.23,364632,0.45,0.89,0.54,0.5,0.54
13.49,13.49,385119,0.53,0.34,0.08,0.49,0.48
14.89,14.75,379851,0.08,0.42,0.49,0.5,0.28
3.85,0,387943,0.33,0.16,0.76,0.4,0.38
5,1.69,381748,0.83,0.71,0,0.71,0.97
12.82,12.55,376779,0.08,0.57,0.51,0.75,0.45
12.22,11.42,381219,0.67,0.54,0.18,0.01,0.01
10.95,9.45,364007,0.81,1,0.66,0.71,1
13.82,13.58,368768,0.82,0.43,0.53,0.64,0.49
14,14,385543,0.51,0.35,0.32,0.42,0.55
3.77,2.38,369749,0.36,0.19,0.97,0.9,0.96
6.69,3,364634,0.15,0.63,0.63,0.54,0.99
11.71,10.82,375585,0.22,0.72,0.59,0.56,0.6
5.69,3.62,367283,0.77,0.38,0.11,0.16,0.58
14,14,379845,0.22,0.11,0.61,0.17,0.93
7.68,5.37,367686,0.58,0.1,0.5,0.17,0.09
5.15,2.08,369754,0.67,0.72,0.61,0.18,0.82
7.5,4.5,372787,0.55,0.77,0.83,0.79,0.43
13.54,13.29,378564,0.85,0.89,0.87,0.11,0
13.95,13.95,373959,0.53,0.75,0.2,0.77,0.68
15.7,15.7,368909,0.21,0.45,0.24,0.52,0.1
13.73,13.38,373477,0.4,0.89,0.31,0.44,0.84
9.81,8.54,379332,0.58,0.55,0.5,0.59,0.4
12.58,11.73,377629,0.29,0.15,0.1,0.68,0.22
15.04,15.04,364691,0.71,0.41,0.61,0.53,0.56
12.28,11.91,386766,0.3,0.26,0.93,0.53,0.47
14.25,14.25,378267,0.49,0.88,0.28,0.77,0.21
12.9,12.66,364638,0.4,0.37,0.7,0.65,0.52
8.75,6.65,380492,0.95,0.15,0.02,0.8,0.26
7.69,5.38,388222,0.37,0.26,0.09,0.18,0.06
13.25,12.68,372073,0.35,0.77,0.44,0.05,0.73
10.73,8.48,366775,0.62,0.56,0.84,0.75,0.16
12.43,11.43,367979,0.09,0.47,0.57,0.29,0.01
11.64,11,261846,0.94,0.4,0.34,0.3,0.09
10.77,8.85,209871,0.54,0.79,0.36,0.42,0.1
14.05,13.76,378020,0.31,0.84,0.12,0.21,0.72
15.83,15.83,256717,0.58,0.05,0.53,0.31,0.14
10.54,9.15,378274,0.01,0.84,0.23,0.95,0.5
1.83,1.83,388234,0.59,0.15,0.84,0.21,0.7
11.49,9.9,373338,0.02,0.94,0.12,0.63,0.98
12.64,12.19,376900,0.23,0.18,0.19,0.19,0.91
11.05,10.22,391535,0.53,0.62,0.72,0.85,0.5
10.81,9.85,364642,0.73,0.71,0.99,0.4,0.86
2.77,1.85,383787,0.81,0.75,0.1,0.72,0.17
17.87,17.87,381227,0.66,0.51,0.01,0.77,0.16
12.75,12.34,373515,0.39,0.6,0.48,0.08,0.47
10.93,9.56,383682,0.52,0.38,0.79,0.54,0.04
5.62,1.92,387482,0.18,0.24,0.94,0.57,0.82
13.08,13.08,372258,0.38,0.53,0.71,0.27,0.67
12.97,12.57,376550,0.79,0.79,0.96,0.46,0.6
11.94,10.59,262810,0.6,0.78,0.87,0.27,0.42
13.63,13.1,373204,0.94,0.54,0.29,0.43,0.72
18.42,18.42,363901,0.59,0.22,0.02,0.63,0.25
14.91,14.91,375884,0.49,0.56,0.94,0.27,0.73
11.84,11.2,383037,0.67,0.49,0.28,0.58,0.06
1.33,0,364785,0.8,0.43,0.58,0.96,0.3
13.85,13.85,387967,0.52,0.93,0.18,0.26,0.24
9.08,5.85,376038,0.51,0.91,0.95,0.96,0.98
12.6,12.32,363899,0.64,0.8,0.75,0.06,0.94
1.67,0,386216,0.77,0.96,0.97,0.38,0.33
16.4,16.4,375599,0.25,0.84,0.56,0.97,0.86
14.15,14.15,368722,0.78,0.97,0.95,0.69,0.73
11.15,8.54,379695,0.09,0.56,0.11,0.52,0.77
12.52,12.01,374081,0.22,0.2,0.4,0.3,0.83
4,1.69,379347,0.91,0.33,0.65,0.61,0.74
12.35,11.62,377720,0.11,0.48,0.05,0.76,0.05
9.46,5.54,385550,0.74,0.24,0.83,0.73,0.54
15.67,15.67,370355,0.34,0.8,0.82,0.31,0.67
12.21,12.21,386629,0.63,0.83,0.15,0.31,0.35
6.69,1.85,376592,0.37,0.82,0.33,0.23,0.79
12.52,11.79,374017,0.13,0.23,0.22,0.76,0.56
14.49,14.49,381278,0.71,0.21,0.54,0.26,0.77
10.68,9.43,383143,0.22,0.9,0.23,0.83,0.39
12.22,11.65,304170,0.18,0.31,0.71,0.23,0.08
4.23,0.85,367357,0.5,0.14,0.16,0.74,0.2
13.48,12.95,385580,0.96,0.27,0.79,0.7,0.37
10.19,8.98,381798,0.19,0.38,0.18,0.32,0.93
5.54,1.77,377749,0.01,0.38,0.47,0.65,0.48
5.31,3.62,369643,0.98,0.49,0.21,0.43,0.65
5.15,1.69,386476,0.81,0.2,0.41,0.28,0.64
13.68,13.68,364010,0.3,0,0.27,0.75,0.9
12.72,12.2,379880,0.66,0,0.41,0.56,0.04
0,0,388218,0.5,0.67,0.36,0.91,0.94
10.6,8.62,369676,0.57,0.58,0.95,0.03,0.52
11.46,10.08,257694,0.99,0.75,0.53,0.92,0.14
9.41,5.81,301305,0.62,0.1,0.94,1,0.28
13.04,13.04,387434,0.96,0.5,0.66,0.42,0.73
13.73,13.73,373185,0.7,0.46,0.95,0.91,0.65
15.56,15.56,384772,0.92,0.52,0.99,0.42,0.88
10.18,7.85,372097,0.08,0.67,0.06,0.09,0.7
8.57,5.63,370950,0.04,0.72,0.13,0.94,0.84
4.85,0.85,376863,0.02,0.88,0.23,0.13,0.34
10.7,8.62,375118,0.16,0.91,0.98,0.77,0.33
9.46,5.54,380272,0.86,0.8,0.78,0.92,0.74
10.23,8.65,378092,0.21,0.74,0.77,0.59,0.28
17.09,17.09,364650,0.81,0.62,0.64,0.49,0.68
11.37,10.21,370916,0.79,0.06,0.33,0.42,0.49
12.94,12.42,366780,0.64,0.87,0.39,0.79,0.24
8,7.31,386237,0.46,0.46,0.73,0.64,0.84
9.73,6.95,370145,0.85,0.23,0.52,0.61,0.42
13.31,12.82,366752,0.14,0.08,0.94,0.02,0.83
17.74,17.74,383537,0.44,0.76,0.18,0.82,0.54
11.17,10.32,381903,0.38,0.3,0.61,0.86,0.69
7.23,4.23,377735,0.7,0.94,0.34,0.37,0.34
14.44,14.44,366773,0.62,0.81,0.5,0.63,0.64
5.5,0,388585,0.01,0.82,0.87,0.97,0.03
7.39,3.11,373220,0.96,0.32,0.5,0.87,0.71
13.27,12.98,377036,0.87,0.07,0.66,0.65,0.64
11.68,10.86,375828,0.37,0.83,0.85,0.84,0.01
12.83,12.4,372552,0.46,0.43,0.58,0.75,0.65
12.48,11.62,373714,0.42,0.39,0.51,0.28,0.16
13.37,12.7,383422,0.41,0.96,0.02,0.8,0.12
9.38,3.77,379269,0.2,0.98,0.54,0.73,0.6
11.57,10.09,374163,0.42,0.12,0.47,0.09,0.7
6.84,1.4,386941,0.84,0.6,0.77,0.4,0.97
0.08,0,381641,0.83,0.81,0.01,0.58,0.13
9.08,5.38,377202,0.2,0.23,0.96,1,0.07
12.99,12.99,380032,0.1,0.07,0.01,0.8,0.06
1.85,0.92,388243,0.94,0.14,0.64,0.3,0.13
7.69,6.23,373169,0.62,0.92,0.34,0.62,0.23
12.52,12.46,387453,0.65,0.96,0.51,0.3,0.2
12.72,11.98,372346,0.97,0.93,0.65,0.03,0.36
13.75,13.75,366757,0.44,0.24,0.47,0.12,0.62
8.62,6.46,372960,0.87,0.33,0.83,0.02,0.49
12.85,11.67,375915,0.2,0.42,0.22,0.13,0.66
12.18,10.82,388254,0.32,0.46,0.49,0.53,0.88
13.33,13.03,378600,0.05,0.28,0.02,0.36,0.98
9.38,3.77,388255,0.36,0.34,0.73,0.88,0.97
12,10.45,260116,0.43,0.41,0.31,0.25,0.18
6.06,1.78,367604,0.61,0.81,0.37,0.7,0.89
4.54,2.54,386786,0.07,0,0.92,0.4,0.19
11.83,11.09,381563,0.84,0.73,0.28,0.84,0.12
12.87,12.31,375731,0.1,0.38,0.65,0.3,0.12
8.46,6.62,380907,0.81,0.66,0.27,0.55,0.9
9.85,6.31,370348,0.45,0.28,0.64,0.99,0.56
13.25,13.01,383348,0.07,0.26,0.8,0.24,0.07
4.89,1.83,385573,0.94,0.63,0.85,0.32,0.36
8.46,5.85,383155,0.74,0.74,0.55,0.95,0.55
12.05,10.86,372234,0.1,0.65,0.52,0.09,0.4
9.15,6.92,377754,0.69,0.56,0.66,0.46,0.62
15.55,15.55,379853,0.82,0.24,0.49,0.59,0.16
1.87,0.53,373785,0.66,0.19,0.89,0.5,0.67
3.15,0.77,378010,0.23,0.59,0.53,0.54,0.16
6,1.69,378013,0.69,0.98,0.14,0.25,0.47
12.83,12.58,368727,0.09,0.65,0.27,0.56,0.79
10.79,9.03,379362,0.48,0.47,0.13,0.25,0.95
12.69,12.12,370693,0.76,0.19,0.29,0.91,0.56
6.08,1.92,363902,0.99,0.74,0.06,0.61,0.8
7.85,4.31,378046,0.73,0.45,0.42,0.72,0.87
13.57,13.3,364693,0.36,0.99,0.77,0.8,0
13.85,13.85,373682,0.34,0.92,0.7,0.38,0.38
9.85,9.85,367199,0.58,0.85,0.41,0.74,0.49
5.15,2.62,386733,0.5,0.94,0.17,0.14,0.7
12.27,11.67,257268,0.46,0.02,0.49,0.29,0.7
1.69,0,377994,0.53,0.07,0.46,0.89,0.16
0,0,467732,0.89,0.06,0.48,0.48,0.43
12.41,11.78,451585,0.94,0.98,1,0.36,0.42
14.19,14.02,455635,0.1,0.94,0.19,0.67,0.03
16.39,16.39,450064,0.48,0.52,0.88,0.01,0.12
14.56,14.34,454125,0.77,0.29,0.5,0.3,0.53
11.7,10.92,468570,0.4,0.66,0.57,0.94,0.3
8.16,3.36,456037,0.51,0.98,0.81,0.16,0.43
8.46,4.54,461224,0.89,0.52,0.26,0.24,0.41
9.16,5.86,460360,0.11,0.14,0.04,0.39,0.72
6.17,6.17,457339,0.89,0.59,0.55,0.88,0.27
2.23,1.15,457600,0.77,0.3,0.33,0.62,0.86
7.92,5,467740,0.47,0.64,0.41,0.79,0.55
12.17,11.42,307097,0.71,0.44,0.89,0.67,0.91
7.17,2.5,462143,0.7,0.52,0.05,0.91,0.33
12.9,12.51,443539,0.81,0.14,0.34,0.12,0.78
12.56,12.17,452024,0.1,0,0.41,0.34,0.83
13.71,13.71,468265,0.83,0.69,0.44,0.74,0.85
5.23,1.92,453938,0.15,0.73,0.62,0.14,0
13.54,13.54,467753,0.53,0.37,0.59,0.24,0.04
11.56,10.51,453752,0.13,0.88,0.66,0.35,0.81
8.79,6.45,471222,0.74,0.43,0.48,0.17,0.49
0,0,449310,0.85,0.14,0.62,0.52,0.82
8.46,5,468928,0.89,0.46,0.76,0.75,0.11
17.09,17.09,458295,0.35,0.12,0.39,0.24,0.23
12.46,11.15,296645,0.48,0.29,0.85,0.08,0.09
5,2,459106,0.15,0.83,0.75,0.02,0.35
12.88,12.88,462309,0.36,0.57,0.76,0.52,0.56
4.67,2.17,211743,0.79,0.32,0.52,0.75,0.65
12.56,12.12,466845,0.22,0.74,0.85,0.46,0.02
13.38,13.38,301599,0.1,0.06,0.14,0.32,0.39
11.88,10.63,449046,0.02,0.78,0.79,0.88,0.27
0,0,437884,0.09,0.56,0.82,0.08,0.03
6.31,3.62,442221,0.5,0.82,0.01,0.65,0.83
16.41,16.41,454160,0.28,0.23,0.16,0.4,0.07
2.09,1.18,471184,0.97,0.16,0.06,0.09,0.27
12.93,12.74,457213,0.3,0.6,0.92,0.11,0.48
11.21,10.16,449583,0.94,0.63,0.59,0.15,0.25
12,11.17,449577,0.78,0.29,0.42,0.42,0.4
14.83,14.83,453960,0.51,0.02,0.69,0.51,0.22
13.83,13.83,311169,0.49,0.32,0.52,0.63,0.53
5.46,1.62,346645,0.37,0.64,0.11,0.58,0.5
9.62,8.69,458220,0.43,0.37,0.12,0.55,0.53
10.13,8.27,292265,0.43,0.34,0.49,0.37,0.5
12.68,12.27,456236,0.28,0.11,0.72,0.89,0.13
9.15,5.54,460119,0.92,0.87,0.94,0.22,0.39
13.66,13.66,465095,0.71,0.99,0.56,0.04,0.64
10.97,9.79,456212,0.58,0.74,0.83,0.2,0.08
11.98,10.95,458576,0.79,1,0.52,0.06,0.16
6.58,1.74,439730,0.5,0.45,0.34,0.33,0.17
12.17,11.29,462183,0.15,0.06,0.42,0.7,0.23
14.59,14.59,457521,0.14,0.99,0.75,0.06,0.67
14.02,14.02,459948,0.95,0.32,0.43,0.43,0.03
12.76,12.41,468509,0.17,0.84,0.23,0.88,0.2
12.78,12.38,463265,0.94,0.81,0.5,0.74,0.92
15.49,15.49,456007,0.85,0.98,0.79,0.34,0.24
15.49,15.49,449585,0.62,0.75,0.95,0,0.86
12.68,12.24,456014,0.42,0.31,0.42,0.18,0.61
12.68,12.24,468313,0.64,0.99,0.75,0.66,0.58
12.17,11.51,442222,0.49,0.17,0.55,0,0.55
12.44,12.02,462697,0.47,0.45,0.39,0.66,0.41
12.63,12.05,470218,0.64,0.65,0.84,0.32,0.59
13.18,13.18,388833,0.08,0.42,0.37,0.11,0.47
12.54,12.15,466157,0.34,0.07,0.43,0.41,0.6
9.79,7.42,445399,0.05,0.42,0.76,0.93,0.3
12.88,12.44,451728,0.75,0.98,0.11,0.54,0.02
13.9,13.9,455596,0.97,0.99,0.32,0.49,0.38
15.21,15.05,457210,0.34,0.71,0.58,0.44,0.74
12.9,12.9,455151,0.65,0.62,0.08,0.53,0.26
0,0,336232,0.89,0.39,0.19,0.43,0.82
6.5,1.83,371807,0.54,0.51,0.76,0.13,1
13.66,13.66,464353,0.61,0.1,0.86,0.33,0.44
13.35,12.72,453322,0.17,0.02,0.98,0.8,0.85
0,0,443545,0.05,0.2,0.22,0.35,0.52
10.77,9.77,468683,0.54,0.69,0.24,0.95,0.41
7.85,5.69,455860,0.73,0.12,0.94,0.14,0.26
7.54,4.38,459099,0.41,0.4,0.6,0.21,0.27
6.46,2.54,452923,0.02,0.82,0.77,0.2,0.19
16.58,16.58,301061,0.77,0.69,0.42,0.96,0.93
10.59,8.47,224949,0.92,1,0.42,0.17,0.7
4.85,0,470841,0.61,0.88,0.85,0.56,0.3
14,14,453524,0.81,0.53,0.09,0.69,0.92
11.51,10,465844,0.71,0.41,0.22,0.38,0.02
11.66,9.2,454764,0.05,0.32,0.26,0.75,0.49
12.62,12,297234,0.11,0.01,0.07,0.28,0.76
14.59,14.59,462129,0.8,0.96,0.25,0.4,0.04
8.81,7.13,385360,0.49,0.56,0.98,0.69,0.78
10.76,8.29,309666,0.14,0.37,0.48,0.35,0.52
14.54,14.54,294612,1,0.8,0.13,0.35,0.83
9.31,6.85,469517,0.13,0.12,0.05,0.54,0.9
8.84,5.51,459085,0.04,0.89,0.11,0.52,0.06
10.14,6.95,464396,0.73,0.57,0.36,0.92,0.88
11.85,11.41,469330,0.34,0.72,0.72,0.52,0.71
10.22,8.41,464173,0.23,0.59,0.37,0.5,0.81
12.24,9.95,450418,0.11,0.11,0.42,0.01,0.42
13.76,13.56,457272,0.56,0.49,0.63,0.01,0.52
7.59,4.59,462144,0.63,0.35,0.41,0.1,0.8
6.53,4,472850,0.72,0.39,0.01,0.69,0.67
11.74,10.85,458255,0.65,0.64,0.34,0.73,0.79
13.85,13.63,455803,0.5,0.27,0.21,0.18,0.22
11.88,9.93,468981,0.01,0.72,0.34,0.25,0.21
14.78,14.78,460319,0.34,0.71,0.81,0.67,0.66
8.23,3.54,470006,0.26,0.62,0.85,0.47,0.28
9.08,5.31,460375,0.82,0.08,0.67,0.76,0.99
10.78,9,466049,0.74,0.81,0.46,0.47,0.62
9.23,5.54,455311,0.08,0.86,0.99,0.05,0.48
12.95,12.07,469120,0.94,0.62,0.57,0.12,0.8
12.53,11.98,451769,0.67,0.03,0.56,0.18,0.19
11.15,9.27,456378,0.73,0.39,0.18,0.94,0.62
11.91,11.91,300477,0.66,0.62,0.84,0.51,0.33
16.25,16.25,301613,0.11,0.45,0.86,0.72,0.92
7.54,6.23,450879,0.1,0.5,0.49,0.89,0.24
12.67,11.17,301879,0.92,0.02,0.03,0.54,0.04
7.16,4.46,470141,0.72,0.03,0.24,0.87,0
13.22,12.78,459145,0.56,0.19,0.14,0.53,0.28
3.17,0,469123,0.1,0.71,0.33,0.16,0.29
8.54,5.08,442224,0.96,0.08,0.19,0.71,0.81
13.1,13.1,468952,0.11,0.31,0.66,0.29,0.84
11.93,10.7,461867,0.2,0.67,0.54,0.19,0.57
13.07,12.91,449042,0.77,0.1,0.04,0.85,0.44
13.58,12.92,305851,0.31,0.64,0.2,0.93,0.01
5.69,2.77,449390,0.31,0.14,0.42,0.13,0.14
12.68,12.46,462174,0.08,0.95,0.49,0.94,0.62
12,12,465277,0.14,0.9,0.41,0.18,0.99
13.68,13.46,464191,0.19,0.69,0.89,0.28,0.52
7.18,2.41,452516,0.47,0.65,0.17,0.26,0.88
3.78,2.56,453403,0.67,0.09,0.05,0.08,0.08
8.46,5.77,454193,0.78,0.22,0.15,0.7,0.18
13.23,13.23,301437,0.16,0.88,0.63,0.63,0.73
13.67,13.67,460609,0.13,0.05,0.16,0.47,0.84
16.41,16.41,451199,0.88,0.09,0.27,0.23,0.49
11.67,10.73,469960,0.66,0.5,0.57,0.79,0.21
12.53,12.26,461903,0.64,0,0.46,0.4,0.75
14.61,14.61,469905,0.18,0.97,0.16,0.28,0
15,15,443550,0.46,0.31,0.28,0.57,0.74
15.02,15.02,455154,0.25,0.91,0.3,0.63,0.01
13.22,12.83,470025,0.9,0.08,0.16,0.73,0.74
12.83,12.61,443551,0.82,0.45,0.22,0.72,0.08
5.69,2.85,463285,0.41,0.23,0.19,0.01,0.51
10.03,8.2,463161,0.8,0.59,0.46,0.3,0.52
15.05,15.05,450807,0.1,0.41,0.04,0.09,0.94
10.91,9.09,463249,0.86,0.93,0.78,0.7,0.69
7,1.69,463250,0.21,0.52,0.98,0.17,0.63
5.85,2.46,452194,0.24,0.44,0.54,0.85,0.79
12.98,12.98,461003,0.57,0.97,0.49,0.88,0.74
8.49,5.76,452012,0.13,0.79,0.64,0.95,0.15
5.08,3.08,449343,0.38,0.57,0.5,0.75,0.77
7.38,2.69,465233,0.08,0.61,0.22,0.62,0.93
0,0,469861,0.44,0.46,0.11,0.45,0.45
6.54,2.46,449552,0.94,0.14,0.33,0.05,0.13
4.31,2.85,468398,0.45,0.81,0.89,0.16,0.14
14.83,14.83,464919,0.9,0.8,0.63,0.48,0.07
11.85,11.63,467310,0.44,0.76,0.35,0.63,0.01
9.55,6.77,454541,0.64,0.01,0.04,0.36,0.11
11.05,9.83,460941,0.23,0.86,0.25,0.95,0.93
12.56,11.77,453111,0.14,0.78,0.7,0.8,0.68
16.22,16.22,458787,0.2,0.16,0.7,0.52,0.11
11.41,10.24,456559,0.52,0.42,0.13,0.98,0.24
14.88,14.88,456795,0.36,0.09,0.29,0.32,0.25
11.71,10.78,451433,0.85,0.42,0.4,0.59,0.34
15.85,15.85,451218,0.86,0.12,0.89,0.7,0
10.63,9,458896,0.14,0.84,0.45,0.37,0.51
11.07,9.36,290810,0.16,0.13,0.07,0.51,0.01
12.9,12.68,450894,0.38,0.73,0.6,0.27,0.84
11.2,9.91,466642,0.48,0.97,0.04,0.76,0.67
0,0,451899,0.79,0.9,0.69,0.74,0.9
13.15,12.54,441942,0.53,0.92,0.36,0.34,0.57
15.22,15.22,455309,0.32,0.25,0.54,0.51,0.68
13.29,12.89,455611,0.63,0.88,0.82,0.34,0.87
6,1.83,463431,0.25,0.1,0.98,0.27,0.49
13.88,13.88,455632,0.99,0.78,0.17,1,0.69
13.85,13.41,449518,0.55,0.54,0.29,0.62,0.05
16.1,16.1,301611,0.43,0.34,0.54,0.21,0.03
14.63,14.63,468375,0.77,0.4,0.03,0.13,0.94
15.27,15.05,453537,0.09,0.8,0.99,0.1,0.48
6.92,3.38,462438,0.3,0.02,0.63,0.84,0.83
14.49,14.49,468042,0.6,0.6,0.58,0.54,0.98
12.29,12.29,443596,0.92,0.46,0.34,0.63,0.52
16.34,16.34,449083,0.54,0.24,0.57,0.15,0.76
12.51,12.3,469881,0.6,0.79,0.52,0.97,0.55
13.5,13.5,298485,0.17,0.99,0.52,0.46,0.61
7.05,4.67,455599,0.82,0.72,0.22,0.64,0.17
5.5,1.11,468345,0.4,0.27,0.8,0.39,0.35
14.35,14.14,449033,0.99,0.37,0.17,0.31,0.45
12.17,11.34,461966,0.42,0.87,0.6,0.43,0.59
8.83,4,467766,0.49,0.59,0.54,0.02,0.21
6.09,2.26,457293,0.86,0.06,0.74,0.24,0.24
16.98,16.98,457257,0.81,0.36,0.63,0.69,0.63
11.14,9.67,301388,0.02,0.55,0.32,0.63,0.69
13.51,13.29,470215,0.44,0.49,0.17,0.4,0.46
10.2,10.2,470029,0.39,0.48,0.43,0.39,0.28
6.31,3.38,438930,0.08,0.03,0.31,0.35,0.76
2.15,0,470678,0.38,0.26,0.68,0.44,0.98
11.15,9.92,465426,0.92,0.07,0.63,0.67,0.51
13.46,13.02,465440,0.56,0.22,0.05,0.39,0.18
8.15,4.38,449259,0.65,0.02,0.97,0.83,0.12
13.44,12.66,456567,0.38,0.68,0.84,0.24,0.19
7.15,4.15,454568,0.5,0.37,0.16,0.23,0.68
4.17,1.67,460654,0.52,0.12,0.12,0.14,0.87
7.62,4.33,450190,0.11,0.59,0.07,0.12,0.46
13.07,13.07,456033,0.86,0.17,0.57,0.66,0.28
12.66,12.66,466111,0.46,0.75,0.09,0.08,0.06
8.08,4.15,455568,0.18,0.23,0.13,0.83,0.17
14.26,14.05,461392,0.58,0.62,0.46,0.49,0.44
12.32,12.32,458781,0.68,0.28,0.53,0.29,0.42
8.43,5.52,457940,0.42,0.05,0.74,0.98,0.88
15.39,15.39,449445,0.66,0.54,0.42,0.32,0.34
0.77,0,456365,0.46,0.52,0.65,0.89,0.85
13.86,13.44,468553,0.37,0.24,0.44,0.46,0.67
10.54,7.95,453361,0.68,0.24,0.53,0.03,0.03
15.07,15.07,453574,0.78,0.18,0.5,0.53,0.59
12.43,11.71,463117,0.92,0.31,0.93,0.37,0.91
7.69,3.92,460616,0.64,0.26,0.05,0.24,0.26
10.71,9,453962,0.22,0.35,0.28,0.64,0.31
12.61,12.22,453728,0.92,0.43,0.24,0.08,0.74
5.83,0,461310,0.86,0.34,0.97,0.23,0.5
15.9,15.9,454363,0.38,0.59,0.27,0.91,0.55
14.07,14.07,451530,0.3,0.95,0.63,0.5,0.11
16.27,16.27,468667,0.71,0.72,0.06,0.54,0.22
7.15,3.31,452935,0.12,0.53,0.84,0.28,0.66
15.54,15.54,460371,0.5,0.61,0.95,0.59,0.34
8.56,5.78,451031,0.22,0.29,0.46,0,0.75
16.76,16.76,463107,0.87,0.63,0.6,0.44,0.54
6.85,2.54,453736,0.79,0.65,0.21,0.66,0.69
3.54,0.92,386030,0.2,0.27,0.62,0.41,0.2
12.32,12.1,463173,0.93,0.25,0.38,0.02,0.85
9.8,7.66,461335,0.29,0.74,0.76,0.95,0.73
13.93,13.93,452700,0.85,0.43,0.49,0.04,0.15
9.15,5.15,470585,0.79,0.51,0.54,0.55,0.4
16,15.78,449284,0.67,0.36,0.92,1,0.69
4.62,1.85,460699,0.6,0.44,0.13,0.96,0.06
10.13,7.51,468314,0.94,0.94,0.49,0.92,0.36
